trip_id,origin_node_id,destination_node_id,departure_time_s,mode,dest_source,purpose
t190,n1593,n30092,25200,car,gravity,HBW_AM
t191,n1593,n32503,25200,car,gravity,HBW_AM
t192,n15939,n15740,25200,car,gravity,HBW_AM
t193,n15975,n2350,25200,car,gravity,HBW_AM
t194,n15976,n15450,25200,car,gravity,HBW_AM
t195,n16,n19902,25200,car,gravity,HBW_AM
t196,n16014,n9719,25200,car,gravity,HBW_AM
t197,n16028,n8247,25200,car,gravity,HBW_AM
t198,n16075,n26940,25200,car,gravity,HBW_AM
t199,n16155,n12679,25200,car,gravity,HBW_AM
t200,n16160,n15771,25200,car,gravity,HBW_AM
t201,n16169,n31643,25200,car,gravity,HBW_AM
t202,n16247,n26480,25200,car,gravity,HBW_AM
t203,n16257,n5100,25200,car,gravity,HBW_AM
t204,n16259,n33397,25200,car,gravity,HBW_AM
t205,n16312,n12655,25200,car,gravity,HBW_AM
t206,n16322,n22776,25200,car,gravity,HBW_AM
t207,n16328,n14740,25200,car,gravity,HBW_AM
t208,n16358,n8700,25200,car,gravity,HBW_AM
t209,n16366,n25723,25200,car,gravity,HBW_AM
t210,n16423,n2878,25200,car,gravity,HBW_AM
t211,n16446,n15105,25200,car,gravity,HBW_AM
t212,n16479,n1428,25200,car,gravity,HBW_AM
t213,n16559,n15744,25200,car,gravity,HBW_AM
t214,n16674,n3935,25200,car,gravity,HBW_AM
t215,n16690,n27264,25200,car,gravity,HBW_AM
t216,n1683,n26660,25200,car,gravity,HBW_AM
t217,n16838,n27468,25200,car,gravity,HBW_AM
t218,n16838,n3073,25200,car,gravity,HBW_AM
t219,n16867,n2709,25200,car,gravity,HBW_AM
t220,n16897,n17246,25200,car,gravity,HBW_AM
t221,n16908,n31326,25200,car,gravity,HBW_AM
t222,n17007,n14207,25200,car,gravity,HBW_AM
t223,n17042,n28568,25200,car,gravity,HBW_AM
t224,n17076,n19485,25200,car,gravity,HBW_AM
t225,n17078,n24242,25200,car,gravity,HBW_AM
t226,n17126,n25549,25200,car,gravity,HBW_AM
t227,n17130,n6000,25200,car,gravity,HBW_AM
t228,n17192,n9257,25200,car,gravity,HBW_AM
t229,n17203,n11844,25200,car,gravity,HBW_AM
t230,n17249,n9097,25200,car,gravity,HBW_AM
t231,n17283,n19835,25200,car,gravity,HBW_AM
t232,n17286,n27138,25200,car,gravity,HBW_AM
t233,n17316,n21695,25200,car,gravity,HBW_AM
t234,n17334,n10526,25200,car,gravity,HBW_AM
t235,n17369,n24887,25200,car,gravity,HBW_AM
t236,n17409,n12223,25200,car,gravity,HBW_AM
t237,n17409,n1282,25200,car,gravity,HBW_AM
t238,n17409,n16416,25200,car,gravity,HBW_AM
t239,n17409,n21404,25200,car,gravity,HBW_AM
t240,n17430,n11892,25200,car,gravity,HBW_AM
t241,n17430,n31830,25200,car,gravity,HBW_AM
t242,n17432,n16126,25200,car,gravity,HBW_AM
t243,n17444,n21372,25200,car,gravity,HBW_AM
t244,n17455,n2743,25200,car,gravity,HBW_AM
t245,n17455,n6651,25200,car,gravity,HBW_AM
t246,n17477,n10989,25200,car,gravity,HBW_AM
t247,n17477,n17083,25200,car,gravity,HBW_AM
t248,n17477,n20128,25200,car,gravity,HBW_AM
t249,n17477,n27736,25200,car,gravity,HBW_AM
t250,n17477,n29052,25200,car,gravity,HBW_AM
t251,n17477,n33661,25200,car,gravity,HBW_AM
t252,n17477,n3718,25200,car,gravity,HBW_AM
t253,n17477,n3986,25200,car,gravity,HBW_AM
t254,n17477,n4687,25200,car,gravity,HBW_AM
t255,n17505,n6188,25200,car,gravity,HBW_AM
t256,n17509,n5176,25200,car,gravity,HBW_AM
t257,n1755,n15001,25200,car,gravity,HBW_AM
t258,n17712,n20074,25200,car,gravity,HBW_AM
t259,n17803,n20111,25200,car,gravity,HBW_AM
t260,n17963,n28407,25200,car,gravity,HBW_AM
t261,n17965,n15824,25200,car,gravity,HBW_AM
t262,n17979,n17648,25200,car,gravity,HBW_AM
t263,n17991,n20346,25200,car,gravity,HBW_AM
t264,n18011,n18364,25200,car,gravity,HBW_AM
t265,n18022,n33164,25200,car,gravity,HBW_AM
t266,n18166,n27073,25200,car,gravity,HBW_AM
t267,n18223,n23352,25200,car,gravity,HBW_AM
t268,n18434,n23121,25200,car,gravity,HBW_AM
t269,n18437,n4622,25200,car,gravity,HBW_AM
t270,n18540,n10302,25200,car,gravity,HBW_AM
t271,n18725,n3793,25200,car,gravity,HBW_AM
t272,n18725,n7949,25200,car,gravity,HBW_AM
t273,n19093,n29983,25200,car,gravity,HBW_AM
t274,n19181,n29279,25200,car,gravity,HBW_AM
t275,n19181,n29972,25200,car,gravity,HBW_AM
t276,n19181,n32011,25200,car,gravity,HBW_AM
t277,n19181,n4188,25200,car,gravity,HBW_AM
t278,n19252,n11206,25200,car,gravity,HBW_AM
t279,n19252,n15380,25200,car,gravity,HBW_AM
t280,n19284,n8139,25200,car,gravity,HBW_AM
t281,n19332,n9415,25200,car,gravity,HBW_AM
t282,n19348,n13169,25200,car,gravity,HBW_AM
t283,n19348,n21066,25200,car,gravity,HBW_AM
t284,n19383,n13577,25200,car,gravity,HBW_AM
t285,n19383,n28225,25200,car,gravity,HBW_AM
t286,n19383,n33979,25200,car,gravity,HBW_AM
t287,n19396,n25773,25200,car,gravity,HBW_AM
t288,n19398,n26049,25200,car,gravity,HBW_AM
t289,n19411,n22569,25200,car,gravity,HBW_AM
t290,n19431,n27991,25200,car,gravity,HBW_AM
t291,n19438,n24936,25200,car,gravity,HBW_AM
t292,n19466,n28833,25200,car,gravity,HBW_AM
t293,n19499,n33645,25200,car,gravity,HBW_AM
t294,n19541,n12830,25200,car,gravity,HBW_AM
t295,n19541,n16097,25200,car,gravity,HBW_AM
t296,n19541,n25450,25200,car,gravity,HBW_AM
t297,n19587,n24742,25200,car,gravity,HBW_AM
t298,n19593,n24414,25200,car,gravity,HBW_AM
t299,n19660,n15837,25200,car,gravity,HBW_AM
t300,n19664,n31499,25200,car,gravity,HBW_AM
t301,n19671,n26427,25200,car,gravity,HBW_AM
t302,n19753,n16911,25200,car,gravity,HBW_AM
t303,n19832,n16175,25200,car,gravity,HBW_AM
t304,n19871,n16105,25200,car,gravity,HBW_AM
t305,n19882,n25631,25200,car,gravity,HBW_AM
t306,n19919,n4153,25200,car,gravity,HBW_AM
t307,n19922,n24730,25200,car,gravity,HBW_AM
t308,n19959,n10171,25200,car,gravity,HBW_AM
t309,n19959,n15855,25200,car,gravity,HBW_AM
t310,n19959,n19449,25200,car,gravity,HBW_AM
t311,n19959,n21541,25200,car,gravity,HBW_AM
t312,n19959,n4503,25200,car,gravity,HBW_AM
t313,n19993,n25008,25200,car,gravity,HBW_AM
t314,n19994,n18199,25200,car,gravity,HBW_AM
t315,n19999,n3047,25200,car,gravity,HBW_AM
t316,n20000,n16781,25200,car,gravity,HBW_AM
t317,n20020,n11801,25200,car,gravity,HBW_AM
t318,n20020,n23765,25200,car,gravity,HBW_AM
t319,n20035,n10862,25200,car,gravity,HBW_AM
t320,n20091,n25518,25200,car,gravity,HBW_AM
t321,n20093,n18740,25200,car,gravity,HBW_AM
t322,n20093,n32895,25200,car,gravity,HBW_AM
t323,n20167,n15897,25200,car,gravity,HBW_AM
t324,n20167,n4262,25200,car,gravity,HBW_AM
t325,n20186,n15709,25200,car,gravity,HBW_AM
t326,n20189,n23566,25200,car,gravity,HBW_AM
t327,n20197,n20721,25200,car,gravity,HBW_AM
t328,n20208,n25110,25200,car,gravity,HBW_AM
t329,n20211,n17438,25200,car,gravity,HBW_AM
t330,n20211,n19587,25200,car,gravity,HBW_AM
t331,n20211,n3730,25200,car,gravity,HBW_AM
t332,n20236,n21738,25200,car,gravity,HBW_AM
t333,n20242,n12458,25200,car,gravity,HBW_AM
t334,n20242,n7019,25200,car,gravity,HBW_AM
t335,n20242,n7068,25200,car,gravity,HBW_AM
t336,n20268,n24300,25200,car,gravity,HBW_AM
t337,n20336,n31744,25200,car,gravity,HBW_AM
t338,n20338,n3294,25200,car,gravity,HBW_AM
t339,n20346,n28533,25200,car,gravity,HBW_AM
t340,n20348,n1470,25200,car,gravity,HBW_AM
t341,n20348,n23448,25200,car,gravity,HBW_AM
t342,n20348,n3558,25200,car,gravity,HBW_AM
t343,n20360,n1372,25200,car,gravity,HBW_AM
t344,n20360,n18341,25200,car,gravity,HBW_AM
t345,n20418,n14125,25200,car,gravity,HBW_AM
t346,n20418,n15575,25200,car,gravity,HBW_AM
t347,n20483,n26799,25200,car,gravity,HBW_AM
t348,n20533,n21758,25200,car,gravity,HBW_AM
t349,n20533,n22198,25200,car,gravity,HBW_AM
t350,n20533,n31742,25200,car,gravity,HBW_AM
t351,n20686,n25204,25200,car,gravity,HBW_AM
t352,n20731,n2458,25200,car,gravity,HBW_AM
t353,n20774,n14773,25200,car,gravity,HBW_AM
t354,n20804,n21659,25200,car,gravity,HBW_AM
t355,n20860,n23846,25200,car,gravity,HBW_AM
t356,n20873,n19140,25200,car,gravity,HBW_AM
t357,n20873,n33531,25200,car,gravity,HBW_AM
t358,n20888,n3238,25200,car,gravity,HBW_AM
t359,n20901,n17658,25200,car,gravity,HBW_AM
t360,n20902,n21223,25200,car,gravity,HBW_AM
t361,n20937,n21552,25200,car,gravity,HBW_AM
t362,n20969,n27983,25200,car,gravity,HBW_AM
t363,n21134,n14237,25200,car,gravity,HBW_AM
t364,n21148,n23457,25200,car,gravity,HBW_AM
t365,n21156,n8688,25200,car,gravity,HBW_AM
t366,n21172,n19039,25200,car,gravity,HBW_AM
t367,n21176,n2247,25200,car,gravity,HBW_AM
t368,n212,n17902,25200,car,gravity,HBW_AM
t369,n21203,n16203,25200,car,gravity,HBW_AM
t370,n21203,n23570,25200,car,gravity,HBW_AM
t371,n21203,n30741,25200,car,gravity,HBW_AM
t372,n21203,n33807,25200,car,gravity,HBW_AM
t373,n21203,n4234,25200,car,gravity,HBW_AM
t374,n21203,n7024,25200,car,gravity,HBW_AM
t375,n21232,n14310,25200,car,gravity,HBW_AM
t376,n21232,n17106,25200,car,gravity,HBW_AM
t377,n21232,n17118,25200,car,gravity,HBW_AM
t378,n21232,n17975,25200,car,gravity,HBW_AM
t379,n21232,n18015,25200,car,gravity,HBW_AM
t380,n21232,n20075,25200,car,gravity,HBW_AM
t381,n21232,n2070,25200,car,gravity,HBW_AM
t382,n21232,n23117,25200,car,gravity,HBW_AM
t383,n21232,n2613,25200,car,gravity,HBW_AM
t384,n21232,n27328,25200,car,gravity,HBW_AM
t385,n21232,n31972,25200,car,gravity,HBW_AM
t386,n21232,n3234,25200,car,gravity,HBW_AM
t387,n21232,n5365,25200,car,gravity,HBW_AM
t388,n21232,n7216,25200,car,gravity,HBW_AM
t389,n21306,n27769,25200,car,gravity,HBW_AM
t390,n21312,n24506,25200,car,gravity,HBW_AM
t391,n21342,n8243,25200,car,gravity,HBW_AM
t392,n21458,n10191,25200,car,gravity,HBW_AM
t393,n21458,n26579,25200,car,gravity,HBW_AM
t394,n21458,n31996,25200,car,gravity,HBW_AM
t395,n21458,n33665,25200,car,gravity,HBW_AM
t396,n21461,n1076,25200,car,gravity,HBW_AM
t397,n21491,n17254,25200,car,gravity,HBW_AM
t398,n21491,n1760,25200,car,gravity,HBW_AM
t399,n21491,n18448,25200,car,gravity,HBW_AM
t400,n21491,n30457,25200,car,gravity,HBW_AM
t401,n21491,n32416,25200,car,gravity,HBW_AM
t402,n21501,n28300,25200,car,gravity,HBW_AM
t403,n21652,n17127,25200,car,gravity,HBW_AM
t404,n21652,n20005,25200,car,gravity,HBW_AM
t405,n21703,n6115,25200,car,gravity,HBW_AM
t406,n21718,n11857,25200,car,gravity,HBW_AM
t407,n21718,n16733,25200,car,gravity,HBW_AM
t408,n21718,n23295,25200,car,gravity,HBW_AM
t409,n21747,n31599,25200,car,gravity,HBW_AM
t410,n21825,n15013,25200,car,gravity,HBW_AM
t411,n21825,n21848,25200,car,gravity,HBW_AM
t412,n21825,n5043,25200,car,gravity,HBW_AM
t413,n21907,n1051,25200,car,gravity,HBW_AM
t414,n21907,n10949,25200,car,gravity,HBW_AM
t415,n21907,n18135,25200,car,gravity,HBW_AM
t416,n21907,n5496,25200,car,gravity,HBW_AM
t417,n21907,n8368,25200,car,gravity,HBW_AM
t418,n21908,n9697,25200,car,gravity,HBW_AM
t419,n21936,n28856,25200,car,gravity,HBW_AM
t420,n21986,n17707,25200,car,gravity,HBW_AM
t421,n22005,n15418,25200,car,gravity,HBW_AM
t422,n22029,n21204,25200,car,gravity,HBW_AM
t423,n22038,n463,25200,car,gravity,HBW_AM
t424,n22048,n32306,25200,car,gravity,HBW_AM
t425,n22058,n32375,25200,car,gravity,HBW_AM
t426,n22192,n31019,25200,car,gravity,HBW_AM
t427,n22307,n10387,25200,car,gravity,HBW_AM
t428,n22307,n29383,25200,car,gravity,HBW_AM
t429,n22318,n21357,25200,car,gravity,HBW_AM
t430,n22345,n31827,25200,car,gravity,HBW_AM
t431,n22347,n22207,25200,car,gravity,HBW_AM
t432,n22584,n10243,25200,car,gravity,HBW_AM
t433,n22584,n13134,25200,car,gravity,HBW_AM
t434,n22584,n23491,25200,car,gravity,HBW_AM
t435,n22584,n31549,25200,car,gravity,HBW_AM
t436,n22731,n19281,25200,car,gravity,HBW_AM
t437,n22750,n16092,25200,car,gravity,HBW_AM
t438,n22764,n12104,25200,car,gravity,HBW_AM
t439,n22770,n15826,25200,car,gravity,HBW_AM
t440,n22778,n21143,25200,car,gravity,HBW_AM
t441,n22794,n27448,25200,car,gravity,HBW_AM
t442,n22802,n16405,25200,car,gravity,HBW_AM
t443,n22831,n20745,25200,car,gravity,HBW_AM
t444,n22862,n19058,25200,car,gravity,HBW_AM
t445,n22944,n20833,25200,car,gravity,HBW_AM
t446,n22955,n13364,25200,car,gravity,HBW_AM
t447,n22955,n25176,25200,car,gravity,HBW_AM
t448,n22955,n8522,25200,car,gravity,HBW_AM
t449,n22969,n6734,25200,car,gravity,HBW_AM
t450,n23064,n11376,25200,car,gravity,HBW_AM
t451,n23065,n3524,25200,car,gravity,HBW_AM
t452,n23077,n20846,25200,car,gravity,HBW_AM
t453,n23077,n7317,25200,car,gravity,HBW_AM
t454,n23186,n16406,25200,car,gravity,HBW_AM
t455,n23192,n12094,25200,car,gravity,HBW_AM
t456,n23194,n14137,25200,car,gravity,HBW_AM
t457,n23198,n14027,25200,car,gravity,HBW_AM
t458,n23198,n5602,25200,car,gravity,HBW_AM
t459,n23238,n10941,25200,car,gravity,HBW_AM
t460,n23320,n9747,25200,car,gravity,HBW_AM
t461,n23335,n17662,25200,car,gravity,HBW_AM
t462,n23366,n15283,25200,car,gravity,HBW_AM
t463,n23409,n20103,25200,car,gravity,HBW_AM
t464,n23417,n27339,25200,car,gravity,HBW_AM
t465,n23419,n27326,25200,car,gravity,HBW_AM
t466,n23441,n28880,25200,car,gravity,HBW_AM
t467,n23470,n28104,25200,car,gravity,HBW_AM
t468,n23526,n14284,25200,car,gravity,HBW_AM
t469,n23526,n19484,25200,car,gravity,HBW_AM
t470,n23526,n31986,25200,car,gravity,HBW_AM
t471,n23529,n32649,25200,car,gravity,HBW_AM
t472,n23660,n15896,25200,car,gravity,HBW_AM
t473,n23688,n12481,25200,car,gravity,HBW_AM
t474,n23737,n7480,25200,car,gravity,HBW_AM
t475,n23744,n30412,25200,car,gravity,HBW_AM
t476,n23764,n30378,25200,car,gravity,HBW_AM
t477,n23767,n22643,25200,car,gravity,HBW_AM
t478,n23772,n17596,25200,car,gravity,HBW_AM
t479,n23776,n31993,25200,car,gravity,HBW_AM
t480,n23819,n30337,25200,car,gravity,HBW_AM
t481,n23846,n13069,25200,car,gravity,HBW_AM
t482,n23848,n15766,25200,car,gravity,HBW_AM
t483,n23848,n1705,25200,car,gravity,HBW_AM
t484,n23882,n23618,25200,car,gravity,HBW_AM
t485,n23887,n19238,25200,car,gravity,HBW_AM
t486,n23932,n13114,25200,car,gravity,HBW_AM
t487,n23932,n13383,25200,car,gravity,HBW_AM
t488,n23932,n13821,25200,car,gravity,HBW_AM
t489,n23932,n16853,25200,car,gravity,HBW_AM
t490,n23932,n21252,25200,car,gravity,HBW_AM
t491,n23932,n2300,25200,car,gravity,HBW_AM
t492,n23932,n25176,25200,car,gravity,HBW_AM
t493,n23932,n26623,25200,car,gravity,HBW_AM
t494,n23932,n26631,25200,car,gravity,HBW_AM
t495,n23932,n29134,25200,car,gravity,HBW_AM
t496,n23932,n33151,25200,car,gravity,HBW_AM
t497,n23932,n33354,25200,car,gravity,HBW_AM
t498,n23944,n8612,25200,car,gravity,HBW_AM
t499,n24033,n10758,25200,car,gravity,HBW_AM
t500,n24033,n21515,25200,car,gravity,HBW_AM
t501,n24057,n21166,25200,car,gravity,HBW_AM
t502,n24064,n17126,25200,car,gravity,HBW_AM
t503,n24159,n26425,25200,car,gravity,HBW_AM
t504,n24175,n18893,25200,car,gravity,HBW_AM
t505,n24175,n4506,25200,car,gravity,HBW_AM
t506,n24201,n26978,25200,car,gravity,HBW_AM
t507,n24232,n33124,25200,car,gravity,HBW_AM
t508,n24237,n14559,25200,car,gravity,HBW_AM
t509,n24237,n27289,25200,car,gravity,HBW_AM
t510,n24251,n18911,25200,car,gravity,HBW_AM
t511,n24251,n19348,25200,car,gravity,HBW_AM
t512,n24251,n946,25200,car,gravity,HBW_AM
t513,n24268,n25723,25200,car,gravity,HBW_AM
t514,n24350,n23960,25200,car,gravity,HBW_AM
t515,n24379,n15002,25200,car,gravity,HBW_AM
