trip_id,origin_node_id,destination_node_id,departure_time_s,mode,dest_source,purpose
t72,n16705,n11866,25800,car,gravity,HBW_AM
t73,n16705,n17420,25800,car,gravity,HBW_AM
t74,n16705,n18794,25800,car,gravity,HBW_AM
t75,n16705,n551,25800,car,gravity,HBW_AM
t76,n16705,n7382,25800,car,gravity,HBW_AM
t77,n16705,n9210,25800,car,gravity,HBW_AM
t78,n17796,n5481,25800,car,gravity,HBW_AM
t79,n17827,n11242,25800,car,gravity,HBW_AM
t80,n1800,n11924,25800,car,gravity,HBW_AM
t81,n19018,n1810,25800,car,gravity,HBW_AM
t82,n19270,n13537,25800,car,gravity,HBW_AM
t83,n3295,n18371,25800,car,gravity,HBW_AM
t84,n4185,n7021,25800,car,gravity,HBW_AM
t85,n5221,n15955,25800,car,gravity,HBW_AM
t86,n6549,n7829,25800,car,gravity,HBW_AM
t87,n6938,n18562,25800,car,gravity,HBW_AM
t88,n8953,n2971,25800,car,gravity,HBW_AM
t89,n9591,n14584,25800,car,gravity,HBW_AM
t90,n9591,n4861,25800,car,gravity,HBW_AM
t91,n9591,n6270,25800,car,gravity,HBW_AM
t92,n9591,n6985,25800,car,gravity,HBW_AM
t93,n10085,n18053,26100,car,gravity,HBW_AM
t94,n10338,n5497,26100,car,gravity,HBW_AM
t95,n10554,n4087,26100,car,gravity,HBW_AM
t96,n10554,n6847,26100,car,gravity,HBW_AM
t97,n10554,n9457,26100,car,gravity,HBW_AM
t98,n1077,n19372,26100,car,gravity,HBW_AM
t99,n11119,n7559,26100,car,gravity,HBW_AM
t100,n11286,n12159,26100,car,gravity,HBW_AM
t101,n11591,n5667,26100,car,gravity,HBW_AM
t102,n11790,n327,26100,car,gravity,HBW_AM
t103,n11907,n1166,26100,car,gravity,HBW_AM
t104,n11907,n16192,26100,car,gravity,HBW_AM
t105,n1343,n13033,26100,car,gravity,HBW_AM
t106,n13860,n15461,26100,car,gravity,HBW_AM
t107,n15266,n15684,26100,car,gravity,HBW_AM
t108,n15266,n6093,26100,car,gravity,HBW_AM
t109,n15266,n6662,26100,car,gravity,HBW_AM
t110,n15383,n17485,26100,car,gravity,HBW_AM
t111,n15625,n7680,26100,car,gravity,HBW_AM
t112,n16705,n16501,26100,car,gravity,HBW_AM
t113,n16851,n1107,26100,car,gravity,HBW_AM
t114,n16851,n19231,26100,car,gravity,HBW_AM
t115,n1691,n14822,26100,car,gravity,HBW_AM
t116,n17410,n2914,26100,car,gravity,HBW_AM
t117,n17410,n7024,26100,car,gravity,HBW_AM
t118,n17643,n17407,26100,car,gravity,HBW_AM
t119,n17796,n11906,26100,car,gravity,HBW_AM
t120,n17819,n11056,26100,car,gravity,HBW_AM
t121,n17985,n17847,26100,car,gravity,HBW_AM
t122,n18174,n6923,26100,car,gravity,HBW_AM
t123,n18189,n6784,26100,car,gravity,HBW_AM
t124,n18267,n1605,26100,car,gravity,HBW_AM
t125,n18282,n18997,26100,car,gravity,HBW_AM
t126,n18424,n5132,26100,car,gravity,HBW_AM
t127,n1862,n14801,26100,car,gravity,HBW_AM
t128,n18878,n18666,26100,car,gravity,HBW_AM
t129,n1911,n18736,26100,car,gravity,HBW_AM
t130,n2006,n10757,26100,car,gravity,HBW_AM
t131,n2283,n18072,26100,car,gravity,HBW_AM
t132,n2400,n1208,26100,car,gravity,HBW_AM
t133,n2400,n16925,26100,car,gravity,HBW_AM
t134,n2400,n17279,26100,car,gravity,HBW_AM
t135,n2400,n4786,26100,car,gravity,HBW_AM
t136,n2400,n776,26100,car,gravity,HBW_AM
t137,n2400,n9030,26100,car,gravity,HBW_AM
t138,n3140,n3451,26100,car,gravity,HBW_AM
t139,n3914,n18972,26100,car,gravity,HBW_AM
t140,n3914,n5493,26100,car,gravity,HBW_AM
t141,n4509,n16873,26100,car,gravity,HBW_AM
t142,n4651,n18170,26100,car,gravity,HBW_AM
t143,n5287,n17154,26100,car,gravity,HBW_AM
t144,n6036,n2244,26100,car,gravity,HBW_AM
t145,n6038,n15897,26100,car,gravity,HBW_AM
t146,n6245,n9603,26100,car,gravity,HBW_AM
t147,n6455,n9693,26100,car,gravity,HBW_AM
t148,n6672,n9691,26100,car,gravity,HBW_AM
t149,n6761,n2635,26100,car,gravity,HBW_AM
t150,n6924,n9913,26100,car,gravity,HBW_AM
t151,n6945,n17174,26100,car,gravity,HBW_AM
t152,n6945,n18937,26100,car,gravity,HBW_AM
t153,n6977,n19437,26100,car,gravity,HBW_AM
t154,n7030,n18481,26100,car,gravity,HBW_AM
t155,n8273,n3895,26100,car,gravity,HBW_AM
t156,n8273,n4523,26100,car,gravity,HBW_AM
t157,n9080,n16193,26100,car,gravity,HBW_AM
t158,n9223,n15801,26100,car,gravity,HBW_AM
t159,n9223,n19305,26100,car,gravity,HBW_AM
t160,n9223,n5990,26100,car,gravity,HBW_AM
t161,n9285,n17469,26100,car,gravity,HBW_AM
t162,n9790,n2023,26100,car,gravity,HBW_AM
t163,n10426,n18144,26400,car,gravity,HBW_AM
t164,n11073,n8327,26400,car,gravity,HBW_AM
t165,n11838,n10708,26400,car,gravity,HBW_AM
t166,n11905,n478,26400,car,gravity,HBW_AM
t167,n11929,n14072,26400,car,gravity,HBW_AM
t168,n11929,n15795,26400,car,gravity,HBW_AM
t169,n11929,n18722,26400,car,gravity,HBW_AM
t170,n11929,n31,26400,car,gravity,HBW_AM
t171,n11929,n8822,26400,car,gravity,HBW_AM
t172,n12063,n19560,26400,car,gravity,HBW_AM
t173,n12785,n7575,26400,car,gravity,HBW_AM
t174,n1365,n6963,26400,car,gravity,HBW_AM
t175,n14083,n11828,26400,car,gravity,HBW_AM
t176,n14396,n16131,26400,car,gravity,HBW_AM
t177,n14740,n13651,26400,car,gravity,HBW_AM
t178,n15154,n1392,26400,car,gravity,HBW_AM
t179,n15154,n13985,26400,car,gravity,HBW_AM
t180,n15154,n14268,26400,car,gravity,HBW_AM
t181,n15154,n19412,26400,car,gravity,HBW_AM
t182,n15154,n3730,26400,car,gravity,HBW_AM
t183,n16628,n4549,26400,car,gravity,HBW_AM
t184,n16689,n18232,26400,car,gravity,HBW_AM
t185,n16733,n322,26400,car,gravity,HBW_AM
t186,n16733,n4902,26400,car,gravity,HBW_AM
t187,n16944,n7390,26400,car,gravity,HBW_AM
t188,n17117,n1556,26400,car,gravity,HBW_AM
t189,n17120,n6824,26400,car,gravity,HBW_AM
t190,n17352,n3068,26400,car,gravity,HBW_AM
t191,n17410,n15217,26400,car,gravity,HBW_AM
t192,n18174,n9560,26400,car,gravity,HBW_AM
t193,n18398,n6925,26400,car,gravity,HBW_AM
t194,n18398,n8964,26400,car,gravity,HBW_AM
t195,n1862,n9339,26400,car,gravity,HBW_AM
t196,n1911,n6324,26400,car,gravity,HBW_AM
t197,n1911,n7200,26400,car,gravity,HBW_AM
t198,n19689,n9787,26400,car,gravity,HBW_AM
t199,n19720,n8969,26400,car,gravity,HBW_AM
t200,n2026,n10295,26400,car,gravity,HBW_AM
t201,n2073,n13717,26400,car,gravity,HBW_AM
t202,n2839,n12971,26400,car,gravity,HBW_AM
t203,n3307,n9083,26400,car,gravity,HBW_AM
t204,n3327,n5214,26400,car,gravity,HBW_AM
t205,n3327,n7386,26400,car,gravity,HBW_AM
t206,n3914,n10894,26400,car,gravity,HBW_AM
t207,n3914,n6286,26400,car,gravity,HBW_AM
t208,n4024,n11654,26400,car,gravity,HBW_AM
t209,n4048,n12916,26400,car,gravity,HBW_AM
t210,n4109,n14263,26400,car,gravity,HBW_AM
t211,n4415,n6109,26400,car,gravity,HBW_AM
t212,n4536,n8305,26400,car,gravity,HBW_AM
t213,n5209,n15393,26400,car,gravity,HBW_AM
t214,n5817,n15802,26400,car,gravity,HBW_AM
t215,n5817,n6635,26400,car,gravity,HBW_AM
t216,n7068,n14782,26400,car,gravity,HBW_AM
t217,n8177,n14482,26400,car,gravity,HBW_AM
t218,n8942,n14205,26400,car,gravity,HBW_AM
t219,n9008,n10865,26400,car,gravity,HBW_AM
t220,n9337,n10794,26400,car,gravity,HBW_AM
t221,n9337,n6439,26400,car,gravity,HBW_AM
t222,n9794,n12969,26400,car,gravity,HBW_AM
t223,n991,n1392,26400,car,gravity,HBW_AM
t224,n1077,n9131,26700,car,gravity,HBW_AM
t225,n11548,n11437,26700,car,gravity,HBW_AM
t226,n12723,n8433,26700,car,gravity,HBW_AM
t227,n13479,n7437,26700,car,gravity,HBW_AM
t228,n15249,n19254,26700,car,gravity,HBW_AM
t229,n17554,n11945,26700,car,gravity,HBW_AM
t230,n18398,n11063,26700,car,gravity,HBW_AM
t231,n1862,n15997,26700,car,gravity,HBW_AM
t232,n18969,n17111,26700,car,gravity,HBW_AM
t233,n1911,n14874,26700,car,gravity,HBW_AM
t234,n19182,n8080,26700,car,gravity,HBW_AM
t235,n19214,n439,26700,car,gravity,HBW_AM
t236,n19236,n19793,26700,car,gravity,HBW_AM
t237,n19689,n10185,26700,car,gravity,HBW_AM
t238,n2318,n14579,26700,car,gravity,HBW_AM
t239,n2318,n2947,26700,car,gravity,HBW_AM
t240,n2318,n6432,26700,car,gravity,HBW_AM
t241,n3253,n9698,26700,car,gravity,HBW_AM
t242,n4048,n16415,26700,car,gravity,HBW_AM
t243,n4676,n6534,26700,car,gravity,HBW_AM
t244,n4771,n17735,26700,car,gravity,HBW_AM
t245,n4782,n14150,26700,car,gravity,HBW_AM
t246,n6945,n15423,26700,car,gravity,HBW_AM
t247,n8177,n18567,26700,car,gravity,HBW_AM
t248,n9236,n5244,26700,car,gravity,HBW_AM
t249,n9679,n3263,26700,car,gravity,HBW_AM
t250,n10321,n12177,27000,car,gravity,HBW_AM
t251,n10340,n7729,27000,car,gravity,HBW_AM
t252,n10554,n11981,27000,car,gravity,HBW_AM
t253,n10751,n11518,27000,car,gravity,HBW_AM
t254,n10962,n12003,27000,car,gravity,HBW_AM
t255,n11070,n17255,27000,car,gravity,HBW_AM
t256,n11444,n10860,27000,car,gravity,HBW_AM
t257,n11444,n18444,27000,car,gravity,HBW_AM
t258,n11561,n15779,27000,car,gravity,HBW_AM
t259,n11633,n19538,27000,car,gravity,HBW_AM
t260,n11633,n3539,27000,car,gravity,HBW_AM
t261,n11873,n15718,27000,car,gravity,HBW_AM
t262,n11905,n13403,27000,car,gravity,HBW_AM
t263,n12169,n6279,27000,car,gravity,HBW_AM
t264,n12611,n12052,27000,car,gravity,HBW_AM
t265,n12715,n9553,27000,car,gravity,HBW_AM
t266,n12723,n15232,27000,car,gravity,HBW_AM
t267,n12723,n4754,27000,car,gravity,HBW_AM
t268,n12967,n11734,27000,car,gravity,HBW_AM
t269,n13196,n6038,27000,car,gravity,HBW_AM
t270,n1337,n12691,27000,car,gravity,HBW_AM
t271,n1337,n13492,27000,car,gravity,HBW_AM
t272,n13385,n10108,27000,car,gravity,HBW_AM
t273,n13410,n1746,27000,car,gravity,HBW_AM
t274,n13917,n11639,27000,car,gravity,HBW_AM
t275,n14023,n9202,27000,car,gravity,HBW_AM
t276,n14396,n16637,27000,car,gravity,HBW_AM
t277,n15040,n19585,27000,car,gravity,HBW_AM
t278,n15249,n11598,27000,car,gravity,HBW_AM
t279,n15357,n12679,27000,car,gravity,HBW_AM
t280,n15366,n16549,27000,car,gravity,HBW_AM
t281,n15578,n10074,27000,car,gravity,HBW_AM
t282,n15578,n10683,27000,car,gravity,HBW_AM
t283,n15578,n14396,27000,car,gravity,HBW_AM
t284,n15578,n16413,27000,car,gravity,HBW_AM
t285,n15578,n19060,27000,car,gravity,HBW_AM
t286,n15578,n5049,27000,car,gravity,HBW_AM
t287,n15578,n8120,27000,car,gravity,HBW_AM
t288,n15686,n11911,27000,car,gravity,HBW_AM
t289,n15686,n5527,27000,car,gravity,HBW_AM
t290,n15756,n587,27000,car,gravity,HBW_AM
t291,n16627,n1550,27000,car,gravity,HBW_AM
t292,n16627,n3363,27000,car,gravity,HBW_AM
t293,n16628,n19595,27000,car,gravity,HBW_AM
t294,n16689,n6021,27000,car,gravity,HBW_AM
t295,n16689,n6381,27000,car,gravity,HBW_AM
t296,n16757,n10548,27000,car,gravity,HBW_AM
t297,n16757,n18773,27000,car,gravity,HBW_AM
t298,n16757,n19294,27000,car,gravity,HBW_AM
t299,n16757,n6515,27000,car,gravity,HBW_AM
t300,n16851,n4202,27000,car,gravity,HBW_AM
t301,n16967,n11544,27000,car,gravity,HBW_AM
t302,n17035,n17713,27000,car,gravity,HBW_AM
t303,n17202,n18548,27000,car,gravity,HBW_AM
t304,n17410,n1747,27000,car,gravity,HBW_AM
t305,n17598,n11905,27000,car,gravity,HBW_AM
t306,n17977,n2310,27000,car,gravity,HBW_AM
t307,n17977,n9153,27000,car,gravity,HBW_AM
t308,n18241,n13202,27000,car,gravity,HBW_AM
t309,n18241,n17215,27000,car,gravity,HBW_AM
t310,n18241,n2104,27000,car,gravity,HBW_AM
t311,n18241,n509,27000,car,gravity,HBW_AM
t312,n18241,n7592,27000,car,gravity,HBW_AM
t313,n18270,n16347,27000,car,gravity,HBW_AM
t314,n18293,n5903,27000,car,gravity,HBW_AM
t315,n18445,n19527,27000,car,gravity,HBW_AM
t316,n18496,n6364,27000,car,gravity,HBW_AM
t317,n18662,n6132,27000,car,gravity,HBW_AM
t318,n18662,n7261,27000,car,gravity,HBW_AM
t319,n18778,n14054,27000,car,gravity,HBW_AM
t320,n18860,n5320,27000,car,gravity,HBW_AM
t321,n18876,n19762,27000,car,gravity,HBW_AM
t322,n18986,n19879,27000,car,gravity,HBW_AM
t323,n1911,n15305,27000,car,gravity,HBW_AM
t324,n1929,n16766,27000,car,gravity,HBW_AM
t325,n2026,n9852,27000,car,gravity,HBW_AM
t326,n2240,n11564,27000,car,gravity,HBW_AM
t327,n2240,n18390,27000,car,gravity,HBW_AM
t328,n2240,n19831,27000,car,gravity,HBW_AM
t329,n2240,n2906,27000,car,gravity,HBW_AM
t330,n2240,n4345,27000,car,gravity,HBW_AM
t331,n2240,n7844,27000,car,gravity,HBW_AM
t332,n2240,n8845,27000,car,gravity,HBW_AM
t333,n2283,n11821,27000,car,gravity,HBW_AM
t334,n2380,n13318,27000,car,gravity,HBW_AM
t335,n2916,n9917,27000,car,gravity,HBW_AM
t336,n3054,n17753,27000,car,gravity,HBW_AM
t337,n3158,n4916,27000,car,gravity,HBW_AM
t338,n3229,n12688,27000,car,gravity,HBW_AM
t339,n3244,n12469,27000,car,gravity,HBW_AM
t340,n3293,n7095,27000,car,gravity,HBW_AM
t341,n3295,n5225,27000,car,gravity,HBW_AM
t342,n3295,n7961,27000,car,gravity,HBW_AM
t343,n3981,n10461,27000,car,gravity,HBW_AM
t344,n4024,n19658,27000,car,gravity,HBW_AM
t345,n4227,n19636,27000,car,gravity,HBW_AM
t346,n4227,n6831,27000,car,gravity,HBW_AM
t347,n4396,n14740,27000,car,gravity,HBW_AM
t348,n4456,n13791,27000,car,gravity,HBW_AM
t349,n4478,n10279,27000,car,gravity,HBW_AM
t350,n4599,n16122,27000,car,gravity,HBW_AM
t351,n4655,n3679,27000,car,gravity,HBW_AM
t352,n4782,n12297,27000,car,gravity,HBW_AM
t353,n4782,n8631,27000,car,gravity,HBW_AM
t354,n4800,n2553,27000,car,gravity,HBW_AM
t355,n4800,n4588,27000,car,gravity,HBW_AM
t356,n4916,n7999,27000,car,gravity,HBW_AM
t357,n4929,n7107,27000,car,gravity,HBW_AM
t358,n4973,n19117,27000,car,gravity,HBW_AM
t359,n5817,n18993,27000,car,gravity,HBW_AM
t360,n6276,n8194,27000,car,gravity,HBW_AM
t361,n6345,n1463,27000,car,gravity,HBW_AM
t362,n6581,n11160,27000,car,gravity,HBW_AM
t363,n6718,n6261,27000,car,gravity,HBW_AM
t364,n6725,n12282,27000,car,gravity,HBW_AM
t365,n6830,n15548,27000,car,gravity,HBW_AM
t366,n6830,n7094,27000,car,gravity,HBW_AM
t367,n6856,n17314,27000,car,gravity,HBW_AM
t368,n6871,n16783,27000,car,gravity,HBW_AM
t369,n6945,n19424,27000,car,gravity,HBW_AM
t370,n6973,n10489,27000,car,gravity,HBW_AM
t371,n9080,n12687,27000,car,gravity,HBW_AM
t372,n9080,n5546,27000,car,gravity,HBW_AM
t373,n9100,n12061,27000,car,gravity,HBW_AM
t374,n9345,n17791,27000,car,gravity,HBW_AM
t375,n9594,n13465,27000,car,gravity,HBW_AM
t376,n9794,n12424,27000,car,gravity,HBW_AM
t377,n9993,n4458,27000,car,gravity,HBW_AM
t378,n9993,n9968,27000,car,gravity,HBW_AM
t379,n11106,n1339,27240,car,gravity,HBW_AM
t380,n11710,n1227,27240,car,gravity,HBW_AM
t381,n11710,n4889,27240,car,gravity,HBW_AM
t382,n11710,n6258,27240,car,gravity,HBW_AM
t383,n12117,n1957,27240,car,gravity,HBW_AM
t384,n18189,n15613,27240,car,gravity,HBW_AM
t385,n3295,n19904,27240,car,gravity,HBW_AM
t386,n391,n16992,27240,car,gravity,HBW_AM
t387,n10285,n15812,27300,car,gravity,HBW_AM
t388,n10352,n2150,27300,car,gravity,HBW_AM
t389,n10352,n3269,27300,car,gravity,HBW_AM
t390,n10352,n4056,27300,car,gravity,HBW_AM
t391,n1051,n73,27300,car,gravity,HBW_AM
t392,n10751,n5921,27300,car,gravity,HBW_AM
t393,n11080,n11877,27300,car,gravity,HBW_AM
t394,n11090,n17177,27300,car,gravity,HBW_AM
t395,n11181,n2063,27300,car,gravity,HBW_AM
t396,n11210,n2577,27300,car,gravity,HBW_AM
t397,n11306,n16711,27300,car,gravity,HBW_AM
t398,n11329,n10960,27300,car,gravity,HBW_AM
t399,n11548,n2797,27300,car,gravity,HBW_AM
t400,n11785,n13910,27300,car,gravity,HBW_AM
t401,n11812,n10229,27300,car,gravity,HBW_AM
t402,n12169,n9318,27300,car,gravity,HBW_AM
t403,n12171,n15688,27300,car,gravity,HBW_AM
t404,n12715,n7638,27300,car,gravity,HBW_AM
t405,n12723,n7901,27300,car,gravity,HBW_AM
t406,n13207,n6106,27300,car,gravity,HBW_AM
t407,n13380,n13317,27300,car,gravity,HBW_AM
t408,n13804,n19258,27300,car,gravity,HBW_AM
t409,n15026,n16457,27300,car,gravity,HBW_AM
t410,n15040,n913,27300,car,gravity,HBW_AM
t411,n15249,n13481,27300,car,gravity,HBW_AM
t412,n15508,n19291,27300,car,gravity,HBW_AM
t413,n15508,n9123,27300,car,gravity,HBW_AM
t414,n17153,n15792,27300,car,gravity,HBW_AM
t415,n17643,n18535,27300,car,gravity,HBW_AM
t416,n17779,n8722,27300,car,gravity,HBW_AM
t417,n19018,n12898,27300,car,gravity,HBW_AM
t418,n19182,n1075,27300,car,gravity,HBW_AM
t419,n2380,n19897,27300,car,gravity,HBW_AM
t420,n2882,n6479,27300,car,gravity,HBW_AM
t421,n3229,n13084,27300,car,gravity,HBW_AM
t422,n4252,n14909,27300,car,gravity,HBW_AM
t423,n4396,n15394,27300,car,gravity,HBW_AM
t424,n4415,n13715,27300,car,gravity,HBW_AM
t425,n4415,n15657,27300,car,gravity,HBW_AM
t426,n4435,n2303,27300,car,gravity,HBW_AM
t427,n4456,n5486,27300,car,gravity,HBW_AM
t428,n4456,n6854,27300,car,gravity,HBW_AM
t429,n4478,n4409,27300,car,gravity,HBW_AM
t430,n4533,n14600,27300,car,gravity,HBW_AM
t431,n4611,n17797,27300,car,gravity,HBW_AM
t432,n5014,n2788,27300,car,gravity,HBW_AM
t433,n5014,n5406,27300,car,gravity,HBW_AM
t434,n5014,n8290,27300,car,gravity,HBW_AM
t435,n621,n670,27300,car,gravity,HBW_AM
t436,n6504,n17678,27300,car,gravity,HBW_AM
t437,n6946,n10156,27300,car,gravity,HBW_AM
t438,n9223,n13130,27300,car,gravity,HBW_AM
t439,n9223,n18262,27300,car,gravity,HBW_AM
t440,n9223,n8301,27300,car,gravity,HBW_AM
t441,n9364,n10210,27300,car,gravity,HBW_AM
t442,n9364,n12814,27300,car,gravity,HBW_AM
t443,n9457,n15561,27300,car,gravity,HBW_AM
t444,n9721,n16179,27300,car,gravity,HBW_AM
t445,n9734,n4578,27300,car,gravity,HBW_AM
t446,n9792,n18463,27300,car,gravity,HBW_AM
t447,n9794,n3196,27300,car,gravity,HBW_AM
t448,n10398,n15264,27600,car,gravity,HBW_AM
t449,n10554,n13464,27600,car,gravity,HBW_AM
t450,n11078,n19185,27600,car,gravity,HBW_AM
t451,n11090,n18101,27600,car,gravity,HBW_AM
t452,n11090,n6788,27600,car,gravity,HBW_AM
t453,n11090,n9954,27600,car,gravity,HBW_AM
t454,n11121,n2154,27600,car,gravity,HBW_AM
t455,n11286,n4579,27600,car,gravity,HBW_AM
t456,n11286,n8494,27600,car,gravity,HBW_AM
t457,n11431,n19220,27600,car,gravity,HBW_AM
t458,n11712,n12270,27600,car,gravity,HBW_AM
t459,n11712,n261,27600,car,gravity,HBW_AM
t460,n11712,n6207,27600,car,gravity,HBW_AM
t461,n11712,n9949,27600,car,gravity,HBW_AM
t462,n11929,n3252,27600,car,gravity,HBW_AM
t463,n11929,n5694,27600,car,gravity,HBW_AM
t464,n11929,n7888,27600,car,gravity,HBW_AM
t465,n11929,n9083,27600,car,gravity,HBW_AM
t466,n11929,n9727,27600,car,gravity,HBW_AM
t467,n12045,n10923,27600,car,gravity,HBW_AM
t468,n12065,n14370,27600,car,gravity,HBW_AM
t469,n12065,n7228,27600,car,gravity,HBW_AM
t470,n12117,n9709,27600,car,gravity,HBW_AM
t471,n12175,n118,27600,car,gravity,HBW_AM
t472,n12347,n1711,27600,car,gravity,HBW_AM
t473,n12715,n2212,27600,car,gravity,HBW_AM
t474,n12983,n18351,27600,car,gravity,HBW_AM
t475,n1365,n8163,27600,car,gravity,HBW_AM
t476,n13804,n17299,27600,car,gravity,HBW_AM
t477,n14784,n6482,27600,car,gravity,HBW_AM
t478,n14982,n19360,27600,car,gravity,HBW_AM
t479,n15007,n12964,27600,car,gravity,HBW_AM
t480,n15013,n12106,27600,car,gravity,HBW_AM
t481,n15024,n6110,27600,car,gravity,HBW_AM
t482,n15154,n19399,27600,car,gravity,HBW_AM
t483,n1527,n11212,27600,car,gravity,HBW_AM
t484,n1527,n16964,27600,car,gravity,HBW_AM
t485,n15366,n19982,27600,car,gravity,HBW_AM
t486,n15625,n10521,27600,car,gravity,HBW_AM
t487,n15625,n15891,27600,car,gravity,HBW_AM
t488,n16687,n14968,27600,car,gravity,HBW_AM
t489,n16687,n18075,27600,car,gravity,HBW_AM
t490,n16687,n6494,27600,car,gravity,HBW_AM
t491,n16795,n10340,27600,car,gravity,HBW_AM
t492,n16900,n17472,27600,car,gravity,HBW_AM
t493,n17130,n2575,27600,car,gravity,HBW_AM
t494,n17131,n5021,27600,car,gravity,HBW_AM
t495,n17182,n8843,27600,car,gravity,HBW_AM
t496,n17199,n27,27600,car,gravity,HBW_AM
t497,n17203,n18091,27600,car,gravity,HBW_AM
t498,n17231,n17029,27600,car,gravity,HBW_AM
t499,n17410,n10598,27600,car,gravity,HBW_AM
t500,n17410,n20051,27600,car,gravity,HBW_AM
t501,n17598,n10655,27600,car,gravity,HBW_AM
t502,n17598,n3905,27600,car,gravity,HBW_AM
t503,n17727,n1365,27600,car,gravity,HBW_AM
t504,n17727,n18162,27600,car,gravity,HBW_AM
t505,n17727,n8020,27600,car,gravity,HBW_AM
t506,n17796,n421,27600,car,gravity,HBW_AM
t507,n18174,n12149,27600,car,gravity,HBW_AM
t508,n18335,n15970,27600,car,gravity,HBW_AM
t509,n18335,n17292,27600,car,gravity,HBW_AM
t510,n18335,n19513,27600,car,gravity,HBW_AM
t511,n18335,n9110,27600,car,gravity,HBW_AM
t512,n18335,n9832,27600,car,gravity,HBW_AM
t513,n18423,n4410,27600,car,gravity,HBW_AM
t514,n18876,n15493,27600,car,gravity,HBW_AM
t515,n1911,n7549,27600,car,gravity,HBW_AM
