trip_id,origin_node_id,destination_node_id,departure_time_s,mode,dest_source,purpose
t50,n44351,n50551,27300,car,schedule,HBW_AM_chained
t51,n44505,n15666,27300,car,schedule,HBW_AM_chained
t52,n44505,n15679,27300,car,schedule,HBW_AM_chained
t53,n44505,n78415,27300,car,schedule,HBW_AM_chained
t54,n44505,n78415,27300,car,schedule,HBW_AM_chained
t55,n46861,n150170,27300,car,schedule,HBSchool_AM
t56,n4697,n29619,27300,car,schedule,HBW_AM
t57,n47554,n38161,27300,car,schedule,HBW_AM_chained
t58,n47554,n82152,27300,car,schedule,HBW_AM_chained
t59,n47747,n103859,27300,car,schedule,HBW_AM
t60,n49595,n80777,27300,car,schedule,HBW_AM
t61,n4970,n6064,27300,car,schedule,HBW_AM
t62,n5037,n140733,27300,car,schedule,HBW_AM
t63,n50601,n67727,27300,car,schedule,HBW_AM_chained
t64,n50681,n37795,27300,car,schedule,HBW_AM
t65,n5100,n71196,27300,car,schedule,HBW_AM_chained
t66,n5478,n67727,27300,car,schedule,HBW_AM
t67,n5576,n31674,27300,car,schedule,HBSchool_AM
t68,n5812,n17967,27300,car,schedule,HBSchool_AM
t69,n5860,n148763,27300,car,schedule,HBW_AM
t70,n6100,n100838,27300,car,schedule,HBSchool_AM
t71,n62693,n71082,27300,car,schedule,HBW_AM
t72,n6316,n38161,27300,car,schedule,HBSchool_AM
t73,n6316,n38161,27300,car,schedule,HBSchool_AM
t74,n64237,n86595,27300,car,schedule,HBW_AM_chained
t75,n65053,n148593,27300,car,schedule,HBW_AM_chained
t76,n65053,n80777,27300,car,schedule,HBW_AM_chained
t77,n656,n30724,27300,car,schedule,HBSchool_AM
t78,n66233,n14224,27300,car,schedule,HBW_AM
t79,n67925,n29476,27300,car,schedule,HBW_AM
t80,n6954,n47554,27300,car,schedule,HBSchool_AM
t81,n7000,n38161,27300,car,schedule,HBSchool_AM
t82,n70134,n100838,27300,car,schedule,HBSchool_AM
t83,n72683,n64219,27300,car,schedule,HBW_AM_chained
t84,n7312,n76059,27300,car,schedule,HBSchool_AM
t85,n75616,n65053,27300,car,schedule,HBSchool_AM
t86,n75616,n65053,27300,car,schedule,HBSchool_AM
t87,n76059,n6064,27300,car,schedule,HBW_AM_chained
t88,n7949,n100808,27300,car,schedule,HBW_AM
t89,n80278,n37795,27300,car,schedule,HBW_AM_chained
t90,n80768,n54658,27300,car,schedule,HBW_AM_chained
t91,n80848,n64291,27300,car,schedule,HBW_AM
t92,n86426,n39636,27300,car,schedule,HBW_AM
t93,n86427,n44505,27300,car,schedule,HBSchool_AM
t94,n87295,n153464,27300,car,schedule,HBW_AM
t95,n87330,n148763,27300,car,schedule,HBW_AM
t96,n9060,n39636,27300,car,schedule,HBW_AM
t97,n9060,n50601,27300,car,schedule,HBSchool_AM
t98,n94878,n44505,27300,car,schedule,HBSchool_AM
t99,n961,n103874,27300,car,schedule,HBW_AM
t100,n97663,n9006,27300,car,schedule,HBW_AM
t101,n16978,n103859,27360,car,schedule,HBW_AM
t102,n44505,n75476,27360,car,schedule,HBW_AM_chained
t103,n44544,n44505,27360,car,schedule,HBSchool_AM
t104,n81740,n96980,27360,car,schedule,HBW_AM
t105,n10983,n83695,27420,car,schedule,HBW_AM
t106,n11719,n47768,27420,car,schedule,HBW_AM
t107,n3867,n45423,27420,car,schedule,HBSchool_AM
t108,n44351,n142099,27420,car,schedule,HBW_AM_chained
t109,n45423,n62246,27420,car,schedule,HBW_AM_chained
t110,n5035,n44351,27420,car,schedule,HBSchool_AM
t111,n50867,n1303,27420,car,schedule,HBW_AM
t112,n5292,n49155,27420,car,schedule,HBW_AM
t113,n82377,n151070,27420,car,schedule,HBW_AM
t114,n8687,n55331,27420,car,schedule,HBW_AM
t115,n8687,n69446,27420,car,schedule,HBW_AM
t116,n100915,n3696,27480,car,schedule,HBSchool_AM
t117,n10891,n149326,27480,car,schedule,HBW_AM
t118,n11351,n3186,27480,car,schedule,HBSchool_AM
t119,n12424,n87392,27480,car,schedule,HBW_AM_chained
t120,n12424,n87420,27480,car,schedule,HBW_AM_chained
t121,n13011,n12424,27480,car,schedule,HBSchool_AM
t122,n20286,n72780,27480,car,schedule,HBW_AM
t123,n23243,n51053,27480,car,schedule,HBW_AM
t124,n23582,n96793,27480,car,schedule,HBW_AM
t125,n3186,n934,27480,car,schedule,HBW_AM_chained
t126,n3696,n152731,27480,car,schedule,HBW_AM_chained
t127,n49143,n50667,27480,car,schedule,HBW_AM_chained
t128,n5035,n149805,27480,car,schedule,HBW_AM
t129,n5036,n22828,27480,car,schedule,HBW_AM
t130,n5628,n87755,27480,car,schedule,HBW_AM
t131,n65532,n143885,27480,car,schedule,HBW_AM
t132,n6659,n70843,27480,car,schedule,HBW_AM_chained
t133,n69254,n49143,27480,car,schedule,HBSchool_AM
t134,n77812,n6659,27480,car,schedule,HBSchool_AM
t135,n9002,n22828,27480,car,schedule,HBW_AM_chained
t136,n9004,n9002,27480,car,schedule,HBSchool_AM
t137,n9604,n12424,27480,car,schedule,HBSchool_AM
t138,n20967,n39946,27540,car,schedule,HBW_AM
t139,n1002,n57158,27600,car,schedule,HBW_AM
t140,n1002,n57158,27600,car,schedule,HBW_AM
t141,n1002,n57158,27600,car,schedule,HBW_AM
t142,n1002,n58465,27600,car,schedule,HBW_AM
t143,n10023,n103859,27600,car,schedule,HBW_AM
t144,n1003,n55440,27600,car,schedule,HBW_AM
t145,n1004,n55433,27600,car,schedule,HBW_AM
t146,n1004,n82804,27600,car,schedule,HBW_AM
t147,n10047,n22720,27600,car,schedule,HBW_AM
t148,n10064,n53347,27600,car,schedule,HBW_AM
t149,n10064,n62805,27600,car,schedule,HBW_AM
t150,n10064,n62807,27600,car,schedule,HBW_AM
t151,n10064,n70523,27600,car,schedule,HBW_AM
t152,n10064,n78126,27600,car,schedule,HBW_AM
t153,n100660,n17967,27600,car,schedule,HBSchool_AM
t154,n10069,n22686,27600,car,schedule,HBW_AM
t155,n1007,n23094,27600,car,schedule,HBW_AM
t156,n1007,n23094,27600,car,schedule,HBW_AM
t157,n1007,n42320,27600,car,schedule,HBSchool_AM
t158,n1007,n42320,27600,car,schedule,HBSchool_AM
t159,n10071,n48013,27600,car,schedule,HBW_AM
t160,n10071,n49889,27600,car,schedule,HBW_AM
t161,n10071,n5776,27600,car,schedule,HBSchool_AM
t162,n10071,n5776,27600,car,schedule,HBSchool_AM
t163,n10072,n103512,27600,car,schedule,HBW_AM
t164,n10072,n5776,27600,car,schedule,HBSchool_AM
t165,n100797,n6659,27600,car,schedule,HBSchool_AM
t166,n100800,n70305,27600,car,schedule,HBSchool_AM
t167,n100829,n150170,27600,car,schedule,HBSchool_AM
t168,n100838,n154568,27600,car,schedule,HBW_AM_chained
t169,n100838,n20917,27600,car,schedule,HBW_AM_chained
t170,n100838,n40436,27600,car,schedule,HBW_AM_chained
t171,n100838,n51407,27600,car,schedule,HBW_AM_chained
t172,n100838,n54884,27600,car,schedule,HBW_AM_chained
t173,n100838,n55804,27600,car,schedule,HBW_AM_chained
t174,n100838,n57156,27600,car,schedule,HBW_AM_chained
t175,n100838,n68681,27600,car,schedule,HBW_AM_chained
t176,n100838,n72543,27600,car,schedule,HBW_AM_chained
t177,n100838,n95442,27600,car,schedule,HBW_AM_chained
t178,n100838,n96818,27600,car,schedule,HBW_AM_chained
t179,n101,n154560,27600,car,schedule,HBW_AM
t180,n10106,n68037,27600,car,schedule,HBSchool_AM
t181,n101275,n38776,27600,car,schedule,HBW_AM_chained
t182,n101283,n45680,27600,car,schedule,HBW_AM
t183,n10134,n70862,27600,car,schedule,HBW_AM_chained
t184,n1018,n154836,27600,car,schedule,HBW_AM
t185,n10194,n157811,27600,car,schedule,HBW_AM
t186,n1020,n69112,27600,car,schedule,HBW_AM
t187,n1020,n9749,27600,car,schedule,HBW_AM
t188,n102013,n12424,27600,car,schedule,HBSchool_AM
t189,n1021,n12424,27600,car,schedule,HBSchool_AM
t190,n1021,n148723,27600,car,schedule,HBW_AM
t191,n1021,n5601,27600,car,schedule,HBW_AM
t192,n1021,n5601,27600,car,schedule,HBW_AM
t193,n10220,n57846,27600,car,schedule,HBW_AM
t194,n102355,n82152,27600,car,schedule,HBW_AM
t195,n102356,n39946,27600,car,schedule,HBW_AM
t196,n102356,n41779,27600,car,schedule,HBSchool_AM
t197,n102357,n15656,27600,car,schedule,HBW_AM
t198,n1024,n99426,27600,car,schedule,HBW_AM
t199,n1025,n12424,27600,car,schedule,HBSchool_AM
t200,n1025,n71223,27600,car,schedule,HBW_AM
t201,n1025,n80076,27600,car,schedule,HBW_AM
t202,n10251,n45899,27600,car,schedule,HBW_AM
t203,n10255,n38161,27600,car,schedule,HBSchool_AM
t204,n10255,n39946,27600,car,schedule,HBW_AM
t205,n10255,n41486,27600,car,schedule,HBW_AM
t206,n10255,n67215,27600,car,schedule,HBW_AM
t207,n102634,n108524,27600,car,schedule,HBW_AM
t208,n1027,n12424,27600,car,schedule,HBSchool_AM
t209,n1028,n150916,27600,car,schedule,HBW_AM
t210,n1029,n12424,27600,car,schedule,HBSchool_AM
t211,n10295,n16727,27600,car,schedule,HBSchool_AM
t212,n10295,n16727,27600,car,schedule,HBSchool_AM
t213,n10295,n16727,27600,car,schedule,HBSchool_AM
t214,n10298,n64100,27600,car,schedule,HBW_AM
t215,n1030,n60277,27600,car,schedule,HBW_AM
t216,n1031,n12424,27600,car,schedule,HBSchool_AM
t217,n1033,n2721,27600,car,schedule,HBW_AM
t218,n1033,n2721,27600,car,schedule,HBW_AM
t219,n10334,n56384,27600,car,schedule,HBSchool_AM
t220,n10347,n33780,27600,car,schedule,HBW_AM
t221,n10347,n64656,27600,car,schedule,HBW_AM
t222,n10348,n18014,27600,car,schedule,HBW_AM
t223,n103803,n85258,27600,car,schedule,HBSchool_AM
t224,n10390,n44998,27600,car,schedule,HBSchool_AM
t225,n10390,n71223,27600,car,schedule,HBW_AM
t226,n10390,n96980,27600,car,schedule,HBW_AM
t227,n104069,n149466,27600,car,schedule,HBSchool_AM
t228,n10408,n12851,27600,car,schedule,HBSchool_AM
t229,n104161,n87131,27600,car,schedule,HBSchool_AM
t230,n10417,n100838,27600,car,schedule,HBSchool_AM
t231,n10417,n57156,27600,car,schedule,HBW_AM
t232,n104236,n1326,27600,car,schedule,HBW_AM
t233,n104421,n24828,27600,car,schedule,HBSchool_AM
t234,n104421,n24828,27600,car,schedule,HBSchool_AM
t235,n104428,n24828,27600,car,schedule,HBSchool_AM
t236,n104431,n94696,27600,car,schedule,HBW_AM
t237,n10445,n23356,27600,car,schedule,HBSchool_AM
t238,n1046,n91481,27600,car,schedule,HBW_AM
t239,n104604,n14251,27600,car,schedule,HBW_AM
t240,n10461,n87440,27600,car,schedule,HBW_AM
t241,n10463,n18141,27600,car,schedule,HBSchool_AM
t242,n10464,n39004,27600,car,schedule,HBW_AM
t243,n10468,n4754,27600,car,schedule,HBSchool_AM
t244,n10468,n68969,27600,car,schedule,HBW_AM
t245,n10518,n22527,27600,car,schedule,HBW_AM
t246,n1053,n16727,27600,car,schedule,HBSchool_AM
t247,n105341,n148752,27600,car,schedule,HBSchool_AM
t248,n105341,n148752,27600,car,schedule,HBSchool_AM
t249,n1055,n16727,27600,car,schedule,HBSchool_AM
t250,n10558,n5628,27600,car,schedule,HBSchool_AM
t251,n10558,n5628,27600,car,schedule,HBSchool_AM
t252,n1056,n82960,27600,car,schedule,HBW_AM
t253,n105785,n64977,27600,car,schedule,HBW_AM
t254,n10591,n102336,27600,car,schedule,HBW_AM_chained
t255,n10591,n142052,27600,car,schedule,HBW_AM_chained
t256,n10591,n142870,27600,car,schedule,HBW_AM_chained
t257,n10591,n22686,27600,car,schedule,HBW_AM_chained
t258,n10591,n24383,27600,car,schedule,HBW_AM_chained
t259,n10591,n45072,27600,car,schedule,HBW_AM_chained
t260,n10591,n45963,27600,car,schedule,HBW_AM_chained
t261,n10591,n53408,27600,car,schedule,HBW_AM_chained
t262,n10591,n70252,27600,car,schedule,HBW_AM_chained
t263,n106150,n158892,27600,car,schedule,HBW_AM_chained
t264,n106150,n22686,27600,car,schedule,HBW_AM_chained
t265,n106150,n44994,27600,car,schedule,HBW_AM_chained
t266,n106150,n50514,27600,car,schedule,HBW_AM_chained
t267,n106150,n64055,27600,car,schedule,HBW_AM_chained
t268,n106150,n64055,27600,car,schedule,HBW_AM_chained
t269,n10619,n85084,27600,car,schedule,HBW_AM
t270,n10624,n97720,27600,car,schedule,HBW_AM
t271,n106526,n70523,27600,car,schedule,HBW_AM
t272,n106535,n15294,27600,car,schedule,HBW_AM
t273,n106535,n87122,27600,car,schedule,HBW_AM
t274,n106621,n96087,27600,car,schedule,HBW_AM
t275,n106623,n55804,27600,car,schedule,HBW_AM
t276,n106636,n44998,27600,car,schedule,HBSchool_AM
t277,n10677,n54422,27600,car,schedule,HBW_AM
t278,n10677,n67727,27600,car,schedule,HBW_AM
t279,n106830,n92023,27600,car,schedule,HBW_AM
t280,n106832,n98215,27600,car,schedule,HBW_AM
t281,n107129,n23356,27600,car,schedule,HBSchool_AM
t282,n10725,n54134,27600,car,schedule,HBSchool_AM
t283,n10742,n46085,27600,car,schedule,HBW_AM
t284,n10759,n40009,27600,car,schedule,HBW_AM
t285,n1084,n16727,27600,car,schedule,HBSchool_AM
t286,n108401,n39953,27600,car,schedule,HBW_AM
t287,n108413,n99665,27600,car,schedule,HBW_AM
t288,n10848,n56384,27600,car,schedule,HBSchool_AM
t289,n108532,n105244,27600,car,schedule,HBW_AM_chained
t290,n108532,n35020,27600,car,schedule,HBW_AM_chained
t291,n108532,n35020,27600,car,schedule,HBW_AM_chained
t292,n108532,n649,27600,car,schedule,HBW_AM_chained
t293,n108577,n70862,27600,car,schedule,HBW_AM
t294,n108578,n39946,27600,car,schedule,HBW_AM
t295,n108584,n108532,27600,car,schedule,HBSchool_AM
t296,n10860,n2752,27600,car,schedule,HBW_AM
t297,n108732,n49566,27600,car,schedule,HBW_AM
t298,n108831,n76143,27600,car,schedule,HBW_AM
t299,n10887,n96975,27600,car,schedule,HBSchool_AM
t300,n108876,n70862,27600,car,schedule,HBW_AM
t301,n10888,n50601,27600,car,schedule,HBSchool_AM
t302,n108897,n78226,27600,car,schedule,HBW_AM
t303,n108899,n49566,27600,car,schedule,HBW_AM
t304,n108908,n156207,27600,car,schedule,HBW_AM_chained
t305,n108908,n30764,27600,car,schedule,HBW_AM_chained
t306,n10891,n45423,27600,car,schedule,HBSchool_AM
t307,n108917,n103659,27600,car,schedule,HBW_AM_chained
t308,n108917,n16010,27600,car,schedule,HBW_AM_chained
t309,n10892,n45423,27600,car,schedule,HBSchool_AM
t310,n10892,n49948,27600,car,schedule,HBW_AM
t311,n10893,n44351,27600,car,schedule,HBSchool_AM
t312,n10893,n44351,27600,car,schedule,HBSchool_AM
t313,n10893,n47106,27600,car,schedule,HBW_AM
t314,n10905,n68308,27600,car,schedule,HBSchool_AM
t315,n10909,n146972,27600,car,schedule,HBW_AM
t316,n10910,n80021,27600,car,schedule,HBSchool_AM
t317,n10910,n80021,27600,car,schedule,HBSchool_AM
t318,n10918,n29726,27600,car,schedule,HBSchool_AM
t319,n10919,n50601,27600,car,schedule,HBSchool_AM
t320,n1092,n9006,27600,car,schedule,HBW_AM
t321,n1092,n96980,27600,car,schedule,HBW_AM
t322,n10923,n68308,27600,car,schedule,HBSchool_AM
t323,n1093,n150838,27600,car,schedule,HBW_AM
t324,n10931,n156563,27600,car,schedule,HBW_AM
t325,n10931,n87131,27600,car,schedule,HBSchool_AM
t326,n10935,n68037,27600,car,schedule,HBSchool_AM
t327,n10940,n12424,27600,car,schedule,HBSchool_AM
t328,n10957,n67727,27600,car,schedule,HBW_AM
t329,n10957,n85938,27600,car,schedule,HBW_AM
t330,n10957,n93291,27600,car,schedule,HBW_AM
t331,n10970,n102336,27600,car,schedule,HBW_AM_chained
t332,n10970,n147030,27600,car,schedule,HBW_AM_chained
t333,n10970,n53196,27600,car,schedule,HBW_AM_chained
t334,n10970,n62805,27600,car,schedule,HBW_AM_chained
t335,n10972,n517,27600,car,schedule,HBW_AM
t336,n10973,n71617,27600,car,schedule,HBW_AM
t337,n10983,n36839,27600,car,schedule,HBW_AM
t338,n10983,n45954,27600,car,schedule,HBW_AM
t339,n10983,n72971,27600,car,schedule,HBW_AM
t340,n1099,n64108,27600,car,schedule,HBW_AM
t341,n11043,n12148,27600,car,schedule,HBW_AM
t342,n11043,n153136,27600,car,schedule,HBW_AM
t343,n11043,n44351,27600,car,schedule,HBW_AM
t344,n11045,n10049,27600,car,schedule,HBW_AM
t345,n11045,n45126,27600,car,schedule,HBW_AM
t346,n11045,n57156,27600,car,schedule,HBW_AM
t347,n11045,n57158,27600,car,schedule,HBW_AM
t348,n11045,n6290,27600,car,schedule,HBW_AM
t349,n110516,n314,27600,car,schedule,HBW_AM
t350,n110657,n102732,27600,car,schedule,HBW_AM
t351,n110657,n45311,27600,car,schedule,HBW_AM
t352,n110657,n61223,27600,car,schedule,HBW_AM
t353,n110657,n86140,27600,car,schedule,HBW_AM
t354,n110657,n86140,27600,car,schedule,HBW_AM
t355,n110779,n112545,27600,car,schedule,HBSchool_AM
t356,n110865,n100814,27600,car,schedule,HBW_AM
t357,n11103,n76059,27600,car,schedule,HBSchool_AM
t358,n1112,n12424,27600,car,schedule,HBSchool_AM
t359,n11143,n38589,27600,car,schedule,HBW_AM
t360,n11143,n46085,27600,car,schedule,HBW_AM
t361,n11143,n57768,27600,car,schedule,HBW_AM
t362,n1115,n12424,27600,car,schedule,HBSchool_AM
t363,n11156,n118384,27600,car,schedule,HBW_AM
t364,n111780,n111789,27600,car,schedule,HBSchool_AM
t365,n111785,n45125,27600,car,schedule,HBW_AM
t366,n111789,n40014,27600,car,schedule,HBW_AM_chained
t367,n111789,n92145,27600,car,schedule,HBW_AM_chained
t368,n111809,n15719,27600,car,schedule,HBSchool_AM
t369,n11186,n3779,27600,car,schedule,HBSchool_AM
t370,n111893,n12746,27600,car,schedule,HBW_AM
t371,n1119,n68115,27600,car,schedule,HBW_AM
t372,n112039,n41805,27600,car,schedule,HBSchool_AM
t373,n112039,n41805,27600,car,schedule,HBSchool_AM
t374,n112039,n82407,27600,car,schedule,HBW_AM
t375,n112040,n61692,27600,car,schedule,HBW_AM
t376,n112052,n11974,27600,car,schedule,HBW_AM
t377,n112291,n22091,27600,car,schedule,HBW_AM_chained
t378,n11236,n6529,27600,car,schedule,HBW_AM
t379,n112446,n35221,27600,car,schedule,HBW_AM
t380,n112523,n55056,27600,car,schedule,HBW_AM
t381,n112537,n112545,27600,car,schedule,HBSchool_AM
t382,n112545,n104475,27600,car,schedule,HBW_AM_chained
t383,n112545,n40462,27600,car,schedule,HBW_AM_chained
t384,n112545,n41935,27600,car,schedule,HBW_AM_chained
t385,n112545,n86569,27600,car,schedule,HBW_AM_chained
t386,n112550,n104475,27600,car,schedule,HBW_AM
t387,n112552,n48555,27600,car,schedule,HBW_AM
t388,n112562,n67755,27600,car,schedule,HBW_AM_chained
t389,n11259,n76059,27600,car,schedule,HBSchool_AM
t390,n11260,n12571,27600,car,schedule,HBW_AM
t391,n11263,n118384,27600,car,schedule,HBW_AM
t392,n11264,n56730,27600,car,schedule,HBW_AM
t393,n11265,n42218,27600,car,schedule,HBW_AM
t394,n112750,n112545,27600,car,schedule,HBSchool_AM
t395,n112766,n75,27600,car,schedule,HBW_AM
t396,n112783,n88630,27600,car,schedule,HBSchool_AM
t397,n112786,n100814,27600,car,schedule,HBW_AM
t398,n112786,n41662,27600,car,schedule,HBW_AM
t399,n112788,n55830,27600,car,schedule,HBW_AM
t400,n112793,n13887,27600,car,schedule,HBW_AM
t401,n112803,n112864,27600,car,schedule,HBSchool_AM
t402,n112806,n88630,27600,car,schedule,HBSchool_AM
t403,n112864,n55056,27600,car,schedule,HBW_AM_chained
t404,n112878,n40462,27600,car,schedule,HBW_AM
t405,n112879,n8775,27600,car,schedule,HBW_AM
t406,n112887,n99665,27600,car,schedule,HBW_AM
t407,n112895,n10134,27600,car,schedule,HBSchool_AM
t408,n113068,n11974,27600,car,schedule,HBW_AM
t409,n113071,n70904,27600,car,schedule,HBW_AM
t410,n113072,n16973,27600,car,schedule,HBW_AM
t411,n113072,n6806,27600,car,schedule,HBW_AM
t412,n113072,n83695,27600,car,schedule,HBW_AM
t413,n113306,n22344,27600,car,schedule,HBW_AM_chained
t414,n113306,n39953,27600,car,schedule,HBW_AM_chained
t415,n113306,n52306,27600,car,schedule,HBW_AM_chained
t416,n113306,n546,27600,car,schedule,HBW_AM_chained
t417,n113306,n66136,27600,car,schedule,HBW_AM_chained
t418,n113306,n70904,27600,car,schedule,HBW_AM_chained
t419,n113306,n71617,27600,car,schedule,HBW_AM_chained
t420,n113306,n86352,27600,car,schedule,HBW_AM_chained
t421,n113308,n28926,27600,car,schedule,HBW_AM
t422,n113310,n85938,27600,car,schedule,HBW_AM
t423,n113324,n113306,27600,car,schedule,HBSchool_AM
t424,n113326,n104442,27600,car,schedule,HBW_AM
t425,n113326,n104442,27600,car,schedule,HBW_AM
t426,n113326,n70862,27600,car,schedule,HBW_AM
t427,n113332,n11974,27600,car,schedule,HBW_AM
t428,n113332,n152262,27600,car,schedule,HBW_AM
t429,n113337,n28927,27600,car,schedule,HBW_AM
t430,n113337,n49174,27600,car,schedule,HBW_AM
t431,n113338,n92617,27600,car,schedule,HBW_AM
t432,n11342,n87131,27600,car,schedule,HBSchool_AM
t433,n11347,n22527,27600,car,schedule,HBW_AM
t434,n11347,n5601,27600,car,schedule,HBSchool_AM
t435,n11348,n43801,27600,car,schedule,HBW_AM
t436,n11348,n70523,27600,car,schedule,HBW_AM
t437,n11352,n26208,27600,car,schedule,HBW_AM
t438,n11352,n40904,27600,car,schedule,HBW_AM
t439,n11352,n62807,27600,car,schedule,HBW_AM
t440,n11354,n50945,27600,car,schedule,HBSchool_AM
t441,n11354,n65055,27600,car,schedule,HBW_AM
t442,n11357,n15826,27600,car,schedule,HBW_AM
t443,n11357,n43798,27600,car,schedule,HBW_AM
t444,n11357,n5776,27600,car,schedule,HBSchool_AM
t445,n1136,n26695,27600,car,schedule,HBSchool_AM
t446,n1136,n67203,27600,car,schedule,HBW_AM
t447,n113622,n82407,27600,car,schedule,HBW_AM
t448,n113624,n49565,27600,car,schedule,HBW_AM
t449,n113627,n41805,27600,car,schedule,HBSchool_AM
t450,n113627,n41805,27600,car,schedule,HBSchool_AM
t451,n113664,n22108,27600,car,schedule,HBW_AM
t452,n11372,n100851,27600,car,schedule,HBW_AM_chained
t453,n11372,n46245,27600,car,schedule,HBW_AM_chained
t454,n11372,n50551,27600,car,schedule,HBW_AM_chained
t455,n11375,n29421,27600,car,schedule,HBSchool_AM
t456,n11375,n54245,27600,car,schedule,HBW_AM
t457,n11382,n11383,27600,car,schedule,HBSchool_AM
t458,n11382,n11383,27600,car,schedule,HBSchool_AM
t459,n11382,n11383,27600,car,schedule,HBSchool_AM
t460,n11383,n118740,27600,car,schedule,HBW_AM_chained
t461,n11383,n146968,27600,car,schedule,HBW_AM_chained
t462,n11383,n147030,27600,car,schedule,HBW_AM_chained
t463,n11383,n154459,27600,car,schedule,HBW_AM_chained
t464,n11383,n15656,27600,car,schedule,HBW_AM_chained
t465,n11383,n19009,27600,car,schedule,HBW_AM_chained
t466,n11383,n19635,27600,car,schedule,HBW_AM_chained
t467,n11383,n20109,27600,car,schedule,HBW_AM_chained
t468,n11383,n20508,27600,car,schedule,HBW_AM_chained
t469,n11383,n31902,27600,car,schedule,HBW_AM_chained
t470,n11383,n35448,27600,car,schedule,HBW_AM_chained
t471,n11383,n40379,27600,car,schedule,HBW_AM_chained
t472,n11383,n50329,27600,car,schedule,HBW_AM_chained
t473,n11383,n53408,27600,car,schedule,HBW_AM_chained
t474,n11383,n53932,27600,car,schedule,HBW_AM_chained
t475,n11383,n55445,27600,car,schedule,HBW_AM_chained
t476,n11383,n65270,27600,car,schedule,HBW_AM_chained
t477,n11383,n67331,27600,car,schedule,HBW_AM_chained
t478,n11383,n68291,27600,car,schedule,HBW_AM_chained
t479,n11383,n70056,27600,car,schedule,HBW_AM_chained
t480,n11383,n70314,27600,car,schedule,HBW_AM_chained
t481,n11383,n70723,27600,car,schedule,HBW_AM_chained
t482,n11383,n76449,27600,car,schedule,HBW_AM_chained
t483,n11383,n76788,27600,car,schedule,HBW_AM_chained
t484,n11383,n76866,27600,car,schedule,HBW_AM_chained
t485,n11383,n79582,27600,car,schedule,HBW_AM_chained
t486,n11383,n85259,27600,car,schedule,HBW_AM_chained
t487,n11383,n91908,27600,car,schedule,HBW_AM_chained
t488,n11383,n95288,27600,car,schedule,HBW_AM_chained
t489,n11383,n95413,27600,car,schedule,HBW_AM_chained
t490,n11388,n16530,27600,car,schedule,HBW_AM
t491,n11388,n45954,27600,car,schedule,HBW_AM
